Date,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Revenue,Discount,Profit,Cost
25/3/2022,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,78,22,38,40
25/3/2022,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,2336,48,854,1482
25/3/2022,France,Moselle,Bikes,Touring Bikes,"Touring-3000 Blue, 62",3,461,742,1959,267,576,1383
25/3/2022,Australia,New South Wales,Clothing,Vests,"Classic Vest, L",10,24,64,557,83,317,240
25/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,4,1,2,2
25/3/2022,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,137,3,81,56
25/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,86,24,42,44
25/3/2022,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,137,3,81,56
25/3/2022,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,48,15,27,21
25/3/2022,France,Yveline,Accessories,Bottles and Cages,Road Bottle Cage,7,3,9,48,15,27,21
25/3/2022,Australia,Queensland,Clothing,Caps,AWC Logo Cap,25,7,9,189,36,14,175
25/3/2022,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,18,7,9,133,29,7,126
25/3/2022,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,12,7,9,107,1,23,84
25/3/2022,United Kingdom,England,Clothing,Caps,AWC Logo Cap,5,7,9,43,2,8,35
25/3/2022,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,1005,10,628,377
25/3/2022,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,166,44,88,78
25/3/2022,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,412,8,256,156
25/3/2022,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,924,126,534,390
25/3/2022,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,689,151,377,312
25/3/2022,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,5783,1102,2027,3756
25/3/2022,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,3856,734,1352,2504
25/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,554,11,246,308
25/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,554,11,246,308
25/3/2022,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,2827,751,656,2171
25/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,2345,98,790,1555
25/3/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 58",2,1555,2443,4251,635,1141,3110
25/3/2022,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,918,202,205,713
25/3/2022,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",29,26,70,2010,20,1256,754
25/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,40,0,20,20
25/3/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,29,1,14,15
25/3/2022,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,24,0,12,12
25/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,42,6,30,12
25/3/2022,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,44,12,30,14
25/3/2022,France,Essonne,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,125,5,73,52
25/3/2022,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,78,22,38,40
25/3/2022,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,2336,48,854,1482
25/3/2022,France,Moselle,Bikes,Touring Bikes,"Touring-3000 Blue, 62",3,461,742,1959,267,576,1383
25/3/2022,Australia,New South Wales,Clothing,Vests,"Classic Vest, L",10,24,64,557,83,317,240
24/3/2022,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,346,14,211,135
24/3/2022,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,64,1,38,26
24/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,42,3,24,18
24/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,117,9,75,42
24/3/2022,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,10,0,6,4
24/3/2022,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,112,18,60,52
24/3/2022,United States,Oregon,Clothing,Caps,AWC Logo Cap,10,7,9,77,13,7,70
24/3/2022,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,71,1,44,27
24/3/2022,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,1009,76,606,403
24/3/2022,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,642,6,138,504
24/3/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,3619,1021,1087,2532
24/3/2022,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,4594,46,2062,2532
24/3/2022,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,715,54,295,420
24/3/2022,France,Nord,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",2,1912,3400,5916,884,2092,3824
24/3/2022,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,1930,513,375,1555
24/3/2022,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,7013,143,2671,4342
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,114,1,68,46
24/3/2022,United States,Oregon,Accessories,Tires and Tubes,LL Road Tire,29,8,21,524,85,292,232
24/3/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,35,10,17,18
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,713,7,449,264
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,713,7,449,264
24/3/2022,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,4,0,2,2
24/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,2289,95,807,1482
24/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,2289,95,807,1482
24/3/2022,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,346,14,211,135
24/3/2022,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,64,1,38,26
24/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,42,3,24,18
24/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,117,9,75,42
24/3/2022,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,10,0,6,4
24/3/2022,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,112,18,60,52
24/3/2022,United States,Oregon,Clothing,Caps,AWC Logo Cap,10,7,9,77,13,7,70
24/3/2022,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,71,1,44,27
24/3/2022,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,1009,76,606,403
24/3/2022,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,642,6,138,504
24/3/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,3619,1021,1087,2532
24/3/2022,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,4594,46,2062,2532
24/3/2022,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,715,54,295,420
24/3/2022,France,Nord,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",2,1912,3400,5916,884,2092,3824
24/3/2022,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,1930,513,375,1555
24/3/2022,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,7013,143,2671,4342
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,114,1,68,46
24/3/2022,United States,Oregon,Accessories,Tires and Tubes,LL Road Tire,29,8,21,524,85,292,232
24/3/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,35,10,17,18
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,713,7,449,264
24/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,713,7,449,264
24/3/2022,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,4,0,2,2
24/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,2289,95,807,1482
24/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,2289,95,807,1482
23/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,42,3,27,15
23/3/2022,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,72,3,42,30
23/3/2022,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,115,25,59,56
23/3/2022,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,113,22,59,54
23/3/2022,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9,44,1,9,35
23/3/2022,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,10,8,22,191,29,111,80
23/3/2022,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,6,8,22,131,1,83,48
23/3/2022,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,109,31,57,52
23/3/2022,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,15,21,55,817,8,502,315
23/3/2022,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1882,413,630,1252
23/3/2022,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,2134,161,882,1252
23/3/2022,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,2297,23,1031,1266
23/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,3308,67,1410,1898
23/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,7036,293,2371,4665
23/3/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,22,6,8,14
23/3/2022,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,41,9,16,25
23/3/2022,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,41,9,16,25
23/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,57,8,31,26
23/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,57,8,31,26
23/3/2022,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
23/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",2,1482,2384,4577,191,1613,2964
23/3/2022,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,1057,158,302,755
23/3/2022,Germany,Hessen,Accessories,Bottles and Cages,Road Bottle Cage,5,3,9,42,3,27,15
23/3/2022,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,72,3,42,30
23/3/2022,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,115,25,59,56
23/3/2022,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,113,22,59,54
23/3/2022,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9,44,1,9,35
23/3/2022,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,10,8,22,191,29,111,80
23/3/2022,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,6,8,22,131,1,83,48
23/3/2022,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,109,31,57,52
23/3/2022,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,15,21,55,817,8,502,315
23/3/2022,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1882,413,630,1252
23/3/2022,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,2134,161,882,1252
23/3/2022,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,2297,23,1031,1266
23/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,3308,67,1410,1898
23/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,7036,293,2371,4665
23/3/2022,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,22,6,8,14
23/3/2022,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,41,9,16,25
23/3/2022,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,41,9,16,25
23/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,57,8,31,26
23/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,57,8,31,26
23/3/2022,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
23/3/2022,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 50",2,1482,2384,4577,191,1613,2964
23/3/2022,Australia,New South Wales,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,1057,158,302,755
22/3/2022,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,118,26,70,48
22/3/2022,Australia,Victoria,Clothing,Caps,AWC Logo Cap,6,7,9,43,11,1,42
22/3/2022,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,28,7,9,207,45,11,196
22/3/2022,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,18,7,9,133,29,7,126
22/3/2022,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8,28,4,16,12
22/3/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,235,10,144,91
22/3/2022,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,553,147,293,260
22/3/2022,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,581,154,308,273
22/3/2022,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,2203,92,951,1252
22/3/2022,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,631,138,211,420
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,3435,143,1264,2171
22/3/2022,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,5790,1539,1233,4557
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,518,22,174,344
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,518,22,174,344
22/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,134,1,80,54
22/3/2022,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
22/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,4,8,21,73,11,41,32
22/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,5,8,21,91,14,51,40
22/3/2022,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,43,12,21,22
22/3/2022,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,26,4,11,15
22/3/2022,France,Seine (Paris),Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,118,26,70,48
22/3/2022,Australia,Victoria,Clothing,Caps,AWC Logo Cap,6,7,9,43,11,1,42
22/3/2022,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,28,7,9,207,45,11,196
22/3/2022,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,18,7,9,133,29,7,126
22/3/2022,Australia,New South Wales,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8,28,4,16,12
22/3/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,235,10,144,91
22/3/2022,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,553,147,293,260
22/3/2022,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,581,154,308,273
22/3/2022,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,2203,92,951,1252
22/3/2022,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,631,138,211,420
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,3435,143,1264,2171
22/3/2022,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,5790,1539,1233,4557
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,518,22,174,344
22/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,518,22,174,344
22/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,134,1,80,54
22/3/2022,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,16,4,6,10
22/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,4,8,21,73,11,41,32
22/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,LL Road Tire,5,8,21,91,14,51,40
22/3/2022,United States,Washington,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,43,12,21,22
22/3/2022,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,26,4,11,15
21/3/2022,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,868,245,455,413
21/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,113,32,55,58
21/3/2022,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,109,1,65,44
21/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,105,30,51,54
21/3/2022,Australia,South Australia,Clothing,Caps,AWC Logo Cap,10,7,9,74,16,4,70
21/3/2022,United States,Washington,Clothing,Caps,AWC Logo Cap,13,7,9,91,26,0,91
21/3/2022,Germany,Nordrhein-Westfalen,Clothing,Caps,AWC Logo Cap,8,7,9,63,9,7,56
21/3/2022,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,488,107,267,221
21/3/2022,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,426,64,244,182
21/3/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,396,59,227,169
21/3/2022,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,794,16,164,630
21/3/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",16,38,50,784,16,176,608
21/3/2022,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,468,132,12,456
21/3/2022,Australia,Queensland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50,84,16,8,76
21/3/2022,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,1244,52,236,1008
21/3/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1810,510,544,1266
21/3/2022,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,669,100,249,420
21/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,3308,67,1410,1898
21/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,3435,143,1264,2171
21/3/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,1949,291,523,1426
21/3/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,974,146,261,713
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
21/3/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,74,21,36,38
21/3/2022,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,8,2,3,5
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,30,9,25,743,7,473,270
21/3/2022,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,2,1
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,8,0,4,4
21/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,38,6,16,22
21/3/2022,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,1860,524,378,1482
21/3/2022,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",3,24,64,190,2,118,72
21/3/2022,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",8,24,64,507,5,315,192
21/3/2022,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,868,245,455,413
21/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,113,32,55,58
21/3/2022,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,109,1,65,44
21/3/2022,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,105,30,51,54
21/3/2022,Australia,South Australia,Clothing,Caps,AWC Logo Cap,10,7,9,74,16,4,70
21/3/2022,United States,Washington,Clothing,Caps,AWC Logo Cap,13,7,9,91,26,0,91
21/3/2022,Germany,Nordrhein-Westfalen,Clothing,Caps,AWC Logo Cap,8,7,9,63,9,7,56
21/3/2022,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,488,107,267,221
21/3/2022,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,426,64,244,182
21/3/2022,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,396,59,227,169
21/3/2022,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,794,16,164,630
21/3/2022,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",16,38,50,784,16,176,608
21/3/2022,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",12,38,50,468,132,12,456
21/3/2022,Australia,Queensland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50,84,16,8,76
21/3/2022,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,1244,52,236,1008
21/3/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1810,510,544,1266
21/3/2022,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,669,100,249,420
21/3/2022,United States,California,Bikes,Mountain Bikes,"Mountain-100 Black, 38",1,1898,3375,3308,67,1410,1898
21/3/2022,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,3435,143,1264,2171
21/3/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 40",2,713,1120,1949,291,523,1426
21/3/2022,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,974,146,261,713
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
21/3/2022,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,74,21,36,38
21/3/2022,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,8,2,3,5
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,30,9,25,743,7,473,270
21/3/2022,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,1,1,4,3,1,2,1
21/3/2022,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,8,0,4,4
21/3/2022,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,38,6,16,22
21/3/2022,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,1860,524,378,1482
21/3/2022,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",3,24,64,190,2,118,72
21/3/2022,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",8,24,64,507,5,315,192
20/3/2022,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,240,10,140,100
20/3/2022,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,185,49,107,78
20/3/2022,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,206,4,122,84
20/3/2022,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,126,19,68,58
20/3/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,22,3,12,10
20/3/2022,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,57,8,31,26
20/3/2022,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,30,3,8,238,2,148,90
20/3/2022,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",26,9,24,487,137,253,234
20/3/2022,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,168,7,103,65
20/3/2022,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,274,41,157,117
20/3/2022,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,274,41,157,117
20/3/2022,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,55,15,29,26
20/3/2022,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55,701,14,428,273
20/3/2022,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,3626,964,1122,2504
20/3/2022,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1810,510,544,1266
